acceptedname	phylum	occurences	sti	sd	speciesname	taxonrank	infraspecificepithet	taxon_uri
Fumaria muralis subsp. boraei	Tracheophyta	1702	8.360705144	1.64548037	Fumaria muralis	SUBSPECIES	boraei	http://ndff-ecogrid.nl/taxonomy/taxa/fumariamuralis
Lysichiton americanus	Tracheophyta	1703	8.007754766	1.30980982	Lysichiton americanus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lysichitonamericanus
Riccardia latifrons	Marchantiophyta	1706	4.77885181	3.938690932	Riccardia latifrons	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/riccardialatifrons
Scorzonera hispanica	Tracheophyta	1707	11.49790021	3.711577427	Scorzonera hispanica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/scorzonerahispanica
Hymenoscyphus fructigenus	Ascomycota	1710	8.059575909	2.22032685	Hymenoscyphus fructigenus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hymenoscyphusfructigenus
Calloria neglecta	Ascomycota	1711	7.829792038	1.630783559	Calloria neglecta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/callorianeglecta
Parmeliella parvula	Ascomycota	1711	6.497526603	2.647798557	Parmeliella parvula	SPECIES		
Pilosella peleteriana	Tracheophyta	1711	6.931678873	2.510025656	Pilosella peleteriana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hieraciumpeleterianum
Thalictrum tuberosum	Tracheophyta	1712	12.59262643	2.10000259	Thalictrum tuberosum	SPECIES		
Ramalina subfarinacea	Ascomycota	1712	6.113606914	4.973410189	Ramalina subfarinacea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ramalinasubfarinacea
Sideritis incana	Tracheophyta	1713	13.26265391	2.113392074	Sideritis incana	SPECIES		
Rubus wirralensis	Tracheophyta	1714	8.539037058	0.895955831	Rubus wirralensis	SPECIES		
Cordyceps militaris	Ascomycota	1714	7.337914907	1.894012676	Cordyceps militaris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cordycepsmilitaris
Vulpia ciliata	Tracheophyta	1718	13.28931119	3.059415905	Vulpia ciliata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/vulpiaciliata
Chara contraria	Charophyta	1721	6.96185008	2.813179886	Chara contraria	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/characontraria
Hypotrachyna revoluta	Ascomycota	1721	8.657432164	1.915611155	Hypotrachyna revoluta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hypotrachynarevoluta
Pulicaria vulgaris	Tracheophyta	1722	10.496732	2.060528472	Pulicaria vulgaris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pulicariavulgaris
Amsinckia menziesii	Tracheophyta	1722	7.668023438	1.95861468	Amsinckia menziesii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/amsinckiamicrantha
Umbilicus intermedius	Tracheophyta	1724	19.73865506	2.07942556	Umbilicus intermedius	SPECIES		
Amaranthus blitoides	Tracheophyta	1726	13.1391382	3.817524319	Amaranthus blitoides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/amaranthusblitoides
Verbascum phlomoides	Tracheophyta	1726	8.874627987	2.142365011	Verbascum phlomoides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/verbascumphlomoides
Trifolium tomentosum	Tracheophyta	1727	15.34077896	2.484222549	Trifolium tomentosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/trifoliumtomentosum
Allium roseum	Tracheophyta	1732	14.2494203	2.833285499	Allium roseum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/alliumroseum
Erophaca baetica	Tracheophyta	1732	16.0426803	1.239276122	Erophaca baetica	SPECIES		
Prunus dulcis	Tracheophyta	1735	13.25325439	3.499367761	Prunus dulcis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/prunusdulcis
Arctoparmelia centrifuga	Ascomycota	1739	2.07452115	3.135544375	Arctoparmelia centrifuga	SPECIES		
Rhytidium rugosum	Bryophyta	1742	3.692973171	3.753754555	Rhytidium rugosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rhytidiumrugosum
Sphagnum centrale	Bryophyta	1746	2.893222096	2.703359115	Sphagnum centrale	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumcentrale
Collema nigrescens	Ascomycota	1746	5.304088394	4.422848653	Collema nigrescens	SPECIES		
Ranunculus asiaticus	Tracheophyta	1748	18.15276798	1.882792825	Ranunculus asiaticus	SPECIES		
Catinaria atropurpurea	Ascomycota	1749	6.313794687	3.771739028	Catinaria atropurpurea	SPECIES		
Scorzonera angustifolia	Tracheophyta	1749	14.035045	2.266762165	Scorzonera angustifolia	SPECIES		
Erysimum cheiri	Tracheophyta	1752	9.356052006	1.950471766	Erysimum cheiri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/erysimumcheiri
Buellia disciformis	Ascomycota	1752	5.812068754	4.185599468	Buellia disciformis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/buelliadisciformis
Koeleria glauca	Tracheophyta	1754	7.974451586	2.036926268	Koeleria glauca	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/koeleriaglauca
Minuartia rubella	Tracheophyta	1754	-1.079278574	4.37779605	Minuartia rubella	SPECIES		
Primula scandinavica	Tracheophyta	1755	0.98082227	2.198051161	Primula scandinavica	SPECIES		
Bupleurum tenuissimum	Tracheophyta	1755	10.29796588	2.384874332	Bupleurum tenuissimum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bupleurumtenuissimum
Lonicera ligustrina var. yunnanensis	Tracheophyta	1755	9.013503502	1.286443442	Lonicera ligustrina var. yunnanensis	VARIETY		http://ndff-ecogrid.nl/taxonomy/taxa/loniceranitida
Kallymenia reniformis	Rhodophyta	1756	9.069009779	1.566864617	Kallymenia reniformis	SPECIES		
Taphrina betulina	Ascomycota	1757	6.517851299	2.60001354	Taphrina betulina	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taphrinabetulina
Carrichtera annua	Tracheophyta	1761	17.61377888	2.432105692	Carrichtera annua	SPECIES		
Bartsia trixago	Tracheophyta	1762	15.10103496	2.25565763	Bartsia trixago	SPECIES		
Urospermum dalechampii	Tracheophyta	1762	14.54195609	2.02174807	Urospermum dalechampii	SPECIES		
Carex microglochin	Tracheophyta	1763	1.472640835	2.469900314	Carex microglochin	SPECIES		
Astracantha adanica	Tracheophyta	1763	7.541248179	1.818509628	Astracantha adanica	SPECIES		
Caloplaca dalmatica	Ascomycota	1763	9.294326772	1.006389596	Caloplaca dalmatica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/caloplacadalmatica
Lycopersicon esculentum	Tracheophyta	1764	9.438349676	3.408767548	Lycopersicon esculentum	SPECIES		
Inula montana	Tracheophyta	1765	12.13352696	2.453959655	Inula montana	SPECIES		
Cannabis sativa	Tracheophyta	1765	8.063276719	2.931150387	Cannabis sativa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cannabissativa
Chaenotheca brunneola	Ascomycota	1767	5.580148364	3.18140285	Chaenotheca brunneola	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/chaenothecabrunneola
Taraxacum faeroense	Tracheophyta	1769	7.679232235	0.828859827	Taraxacum faeroense	SPECIES		
Inula helenium	Tracheophyta	1771	8.037513831	2.113210085	Inula helenium	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/inulahelenium
Dipsacus strigosus	Tracheophyta	1772	7.32830008	1.210313435	Dipsacus strigosus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/dipsacusstrigosus
Centaurea angustifolia	Tracheophyta	1774	8.159326634	0.681707487	Centaurea angustifolia	SPECIES		
Carduus nigrescens	Tracheophyta	1776	11.87953963	2.628758794	Carduus nigrescens	SPECIES		
Pinus nigra subsp. laricio	Tracheophyta	1777	9.778705474	1.397948113	Pinus nigra	SUBSPECIES	laricio	
Viola persicifolia	Tracheophyta	1780	7.038342855	1.808281657	Viola persicifolia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/violapersicifolia
Parthenocissus quinquefolia	Tracheophyta	1780	9.155002234	2.303106917	Parthenocissus quinquefolia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/parthenocissusquinquefolia
Matthiola fruticulosa	Tracheophyta	1781	13.10985268	2.329149396	Matthiola fruticulosa	SPECIES		
Eucalyptus camaldulensis	Tracheophyta	1781	15.32707193	1.683874098	Eucalyptus camaldulensis	SPECIES		
Dictamnus albus	Tracheophyta	1782	10.20634018	3.239494515	Dictamnus albus	SPECIES		
Centaurea stoebe	Tracheophyta	1783	8.532163	1.773225833	Centaurea stoebe	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/centaureastoebe
Guillonea scabra	Tracheophyta	1786	14.69704504	1.642791789	Guillonea scabra	SPECIES		
Micractinium pusillum	Chlorophyta	1786	9.106477218	0.786124542	Micractinium pusillum	SPECIES		
Ramalina thrausta	Ascomycota	1787	2.416187669	2.184806205	Ramalina thrausta	SPECIES		
Saxifraga hirculus	Tracheophyta	1787	0.035273316	4.606916655	Saxifraga hirculus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/saxifragahirculus
Helictotrichon filifolium	Tracheophyta	1787	14.74834285	1.722453818	Helictotrichon filifolium	SPECIES		
Jungermannia pumila	Marchantiophyta	1792	4.707250556	4.22964722	Jungermannia pumila	SPECIES		
Neobulgaria pura	Ascomycota	1794	7.175333285	2.468447598	Neobulgaria pura	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/neobulgariapura
Limodorum abortivum	Tracheophyta	1796	12.95675142	3.138765447	Limodorum abortivum	SPECIES		
Potentilla intermedia	Tracheophyta	1796	6.504562968	2.264224116	Potentilla intermedia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/potentillaintermedia
Riccia glauca	Marchantiophyta	1799	8.343055121	2.032564818	Riccia glauca	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ricciaglauca
Trifolium spadiceum	Tracheophyta	1799	3.94181925	2.714015437	Trifolium spadiceum	SPECIES		
Enterographa zonata	Ascomycota	1800	6.701349495	2.472517718	Enterographa zonata	SPECIES		
Usnea filipendula	Ascomycota	1801	4.842782447	2.856403257	Usnea filipendula	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/usneafilipendula
Lecidea fuscoatra	Ascomycota	1802	7.110452609	5.540488479	Lecidea fuscoatra	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecideafuscoatra
Acer monspessulanum	Tracheophyta	1802	12.08397724	2.542002014	Acer monspessulanum	SPECIES		
Salsola genistoides	Tracheophyta	1802	16.28148949	1.541776708	Salsola genistoides	SPECIES		
Trifolium ochroleucon	Tracheophyta	1802	10.24947374	2.436357047	Trifolium ochroleucon	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/trifoliumochroleucon
Althaea hirsuta	Tracheophyta	1805	11.63418843	2.175995574	Althaea hirsuta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/althaeahirsuta
Silene nocturna	Tracheophyta	1805	14.99757466	2.501253719	Silene nocturna	SPECIES		
Cornus alba	Tracheophyta	1807	7.165530838	2.101962153	Cornus alba	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cornusalba
Bryum caespiticium	Bryophyta	1807	7.057616592	4.066853735	Bryum caespiticium	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bryumcaespiticium
Artemisia oelandica	Tracheophyta	1810	7.611550893	0.067493617	Artemisia oelandica	SPECIES		
Lomentaria clavellosa	Rhodophyta	1813	8.359625455	2.00100659	Lomentaria clavellosa	SPECIES		
Lophodermium pinastri	Ascomycota	1813	7.016925404	2.630939479	Lophodermium pinastri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lophodermiumpinastri
Calliergonella lindbergii	Bryophyta	1813	4.522386162	3.926137391	Calliergonella lindbergii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/calliergonellalindbergii
Vicia orobus	Tracheophyta	1816	8.251096301	1.514596135	Vicia orobus	SPECIES		
Plagiochila killarniensis	Marchantiophyta	1816	8.640493563	1.146892802	Plagiochila killarniensis	SPECIES		
Atriplex prostrata subsp. latifolia	Tracheophyta	1818	6.31487601	2.914371882	Atriplex prostrata	SUBSPECIES	latifolia	
Helianthemum marifolium subsp. origanifolium	Tracheophyta	1818	14.97587787	1.818830274	Helianthemum marifolium subsp. origanifolium	SUBSPECIES		
Odonthalia dentata	Rhodophyta	1820	6.813283059	2.084953238	Odonthalia dentata	SPECIES		
Verbascum blattaria	Tracheophyta	1820	10.43748673	2.40811952	Verbascum blattaria	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/verbascumblattaria
Xylaria longipes	Ascomycota	1821	8.105854754	1.412038054	Xylaria longipes	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/xylarialongipes
Bucklandiella sudetica	Bryophyta	1821	4.215976237	3.491512146	Bucklandiella sudetica	SPECIES		
Gentiana verna	Tracheophyta	1822	7.182692739	2.969770057	Gentiana verna	SPECIES		
Arthopyrenia punctiformis	Ascomycota	1822	8.677708335	2.332857667	Arthopyrenia punctiformis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/arthopyreniapunctiformis
Carduus defloratus	Tracheophyta	1823	8.044474985	3.588214255	Carduus defloratus	SPECIES		
Agrostis pourretii	Tracheophyta	1824	15.36461168	1.782714024	Agrostis pourretii	SPECIES		
Neofuscelia loxodes	Ascomycota	1825	7.777405186	2.620524457	Neofuscelia loxodes	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/xanthoparmelialoxodes
Zea mays	Tracheophyta	1826	8.641951648	2.174089534	Zea mays	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/zeamays
Scapania aspera	Marchantiophyta	1826	7.861408549	2.022941819	Scapania aspera	SPECIES		
Polypogon monspeliensis	Tracheophyta	1826	13.53181175	3.849019092	Polypogon monspeliensis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/polypogonmonspeliensis
Moraea sisyrinchium	Tracheophyta	1827	16.76921906	1.770497511	Moraea sisyrinchium	SPECIES		
Sphagnum wulfianum	Bryophyta	1829	2.860526884	2.382232866	Sphagnum wulfianum	SPECIES		
Lythrum junceum	Tracheophyta	1831	15.19052983	2.536467395	Lythrum junceum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lythrumjunceum
Calypogeia integristipula	Marchantiophyta	1834	4.003581148	3.151506306	Calypogeia integristipula	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/calypogeiaintegristipula
Buglossoides purpurocaerulea	Tracheophyta	1836	11.00308039	2.088192518	Buglossoides purpurocaerulea	SPECIES		
Dysphania ambrosioides	Tracheophyta	1838	13.25924095	2.933002612	Dysphania ambrosioides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/chenopodiumambrosioides
Frullania teneriffae	Marchantiophyta	1841	8.679144159	1.619027047	Frullania teneriffae	SPECIES		
Rubus mollis	Tracheophyta	1844	7.739201515	0.745383051	Rubus mollis	SPECIES		
Ephemerum serratum	Bryophyta	1845	8.248969946	1.80460532	Ephemerum serratum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ephemerumserratum
Lembotropis nigricans	Tracheophyta	1845	8.350547768	1.369340357	Lembotropis nigricans	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lembotropisnigricans
Parmotrema crinitum	Ascomycota	1846	8.907335532	2.385883187	Parmotrema crinitum	SPECIES		
Physconia perisidiosa	Ascomycota	1846	6.943657645	4.634227612	Physconia perisidiosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/physconiaperisidiosa
Alyssum simplex	Tracheophyta	1848	14.42980058	2.99520885	Alyssum simplex	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/alyssumsimplex
Moricandia arvensis	Tracheophyta	1849	14.39512354	2.266916118	Moricandia arvensis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/moricandiaarvensis
Ascocoryne cylichnium	Ascomycota	1849	6.857072683	2.580974042	Ascocoryne cylichnium	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ascocorynecylichnium
Taraxacum alatum	Tracheophyta	1851	6.586048693	1.920687339	Taraxacum alatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumalatum
Abies grandis	Tracheophyta	1852	8.223506622	1.429531566	Abies grandis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/abiesgrandis
Rosa pendulina	Tracheophyta	1852	6.010379549	3.371068251	Rosa pendulina	SPECIES		
Bryoria bicolor	Ascomycota	1852	5.076451511	3.311668866	Bryoria bicolor	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bryoriabicolor
Chaenotheca subroscida	Ascomycota	1852	2.153363681	2.046882326	Chaenotheca subroscida	SPECIES		
Hygroamblystegium tenax	Bryophyta	1854	8.568750903	1.430626033	Hygroamblystegium tenax	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/amblystegiumtenax
Teucrium ronnigeri	Tracheophyta	1856	15.1227912	2.689515802	Teucrium ronnigeri	SPECIES		
Sideritis hirsuta	Tracheophyta	1862	12.71562921	2.187267449	Sideritis hirsuta	SPECIES		
Pseudorchis albida subsp. straminea	Tracheophyta	1862	1.093617773	2.255346577	Pseudorchis albida	SUBSPECIES	straminea	
Catananche caerulea	Tracheophyta	1863	12.31750733	2.506575535	Catananche caerulea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/catananchecaerulea
Lonicera nigra	Tracheophyta	1865	7.073986545	2.042912912	Lonicera nigra	SPECIES		
Mitrula paludosa	Ascomycota	1865	5.501487247	3.095894913	Mitrula paludosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/mitrulapaludosa
Luzula pallescens	Tracheophyta	1865	3.759526435	3.275443242	Luzula pallescens	SPECIES		
Trifolium cherleri	Tracheophyta	1866	15.2660848	2.388329719	Trifolium cherleri	SPECIES		
Lactuca sativa	Tracheophyta	1867	10.96286159	3.812695131	Lactuca sativa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lactucasativa
Hordeum jubatum	Tracheophyta	1868	6.700900541	2.294730294	Hordeum jubatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hordeumjubatum
Ceramium tenuicorne	Rhodophyta	1868	6.872385541	1.520721109	Ceramium tenuicorne	SPECIES		
Dorycnium rectum	Tracheophyta	1870	14.77514376	2.222525202	Dorycnium rectum	SPECIES		
Caragana arborescens	Tracheophyta	1870	5.82404051	2.692166121	Caragana arborescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/caraganaarborescens
Pisum sativum	Tracheophyta	1872	9.76942559	4.248234723	Pisum sativum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pisumsativum
Rubus sulcatus	Tracheophyta	1872	7.777855551	1.49402919	Rubus sulcatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubussulcatus
Prospero autumnale	Tracheophyta	1872	14.28520656	2.973207183	Prospero autumnale	SPECIES		
Leiocolea turbinata	Marchantiophyta	1874	9.435287926	1.999967069	Leiocolea turbinata	SPECIES		
Potamogeton friesii	Tracheophyta	1874	6.86763012	2.50159718	Potamogeton friesii	SPECIES		
Galega officinalis	Tracheophyta	1875	9.769071499	2.393216503	Galega officinalis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/galegaofficinalis
Ruppia cirrhosa	Tracheophyta	1879	9.510968564	3.958049679	Ruppia cirrhosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ruppiacirrhosa
Rubus polyanthemus	Tracheophyta	1880	8.287243222	0.870929087	Rubus polyanthemus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubuspolyanthemus
Lythrum hyssopifolia	Tracheophyta	1880	12.99834463	3.32098404	Lythrum hyssopifolia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lythrumhyssopifolia
Pertusaria flavida	Ascomycota	1881	8.222709796	3.20482894	Pertusaria flavida	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pertusariaflavida
Tamarix canariensis	Tracheophyta	1881	14.79326888	2.251513908	Tamarix canariensis	SPECIES		
Iris x germanica	Tracheophyta	1882	9.907955516	3.699824848	Iris x germanica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/irisgermanica
Sphaerophorus fragilis	Ascomycota	1882	2.534957126	5.410113817	Sphaerophorus fragilis	SPECIES		
Odontoschisma denudatum	Marchantiophyta	1883	6.879791242	2.459362674	Odontoschisma denudatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/odontoschismadenudatum
Capparis spinosa	Tracheophyta	1884	16.46644337	2.592236136	Capparis spinosa	SPECIES		
Suaeda vera	Tracheophyta	1886	14.78114752	2.946896263	Suaeda vera	SPECIES		
Woodsia alpina	Tracheophyta	1887	1.995622921	3.021081346	Woodsia alpina	SPECIES		
Caloplaca ruderum	Ascomycota	1887	9.319664733	1.712340704	Caloplaca ruderum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/caloplacaruderum
Dianthus superbus	Tracheophyta	1887	6.219214859	3.539731532	Dianthus superbus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/dianthussuperbus
Grimmia hartmanii	Bryophyta	1888	5.744219224	2.584211072	Grimmia hartmanii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/grimmiahartmanii
Verbascum speciosum	Tracheophyta	1889	7.204164912	1.347277912	Verbascum speciosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/verbascumspeciosum
Punctelia jeckeri	Ascomycota	1890	8.586375753	1.368182785	Punctelia jeckeri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/puncteliajeckeri
Placynthiella uliginosa	Ascomycota	1891	7.023250349	3.001865973	Placynthiella uliginosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/placynthiellauliginosa
Typha domingensis	Tracheophyta	1892	15.0085998	3.037558229	Typha domingensis	SPECIES		
Rhopographus filicinus	Ascomycota	1892	8.352672023	1.1869369	Rhopographus filicinus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rhopographusfilicinus
Salix myrtilloides	Tracheophyta	1893	1.397599227	2.770787285	Salix myrtilloides	SPECIES		
Encoelia furfuracea	Ascomycota	1893	6.294508833	2.895182797	Encoelia furfuracea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/encoeliafurfuracea
Parentucellia viscosa	Tracheophyta	1893	13.08725111	3.227944846	Parentucellia viscosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/parentucelliaviscosa
Draba nemorosa	Tracheophyta	1897	7.164737271	3.637868436	Draba nemorosa	SPECIES		
Calicotome spinosa	Tracheophyta	1897	14.66842698	2.151451428	Calicotome spinosa	SPECIES		
Peltigera aphthosa	Ascomycota	1897	1.756098098	4.011817166	Peltigera aphthosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/peltigeraaphthosa
Eutypella sorbi	Ascomycota	1899	4.685353629	2.796068171	Eutypella sorbi	SPECIES		
